"nom","sexe","date_naissance","num_deptmt","parti_ratt_financier","nb_mandats","semaines_presence","commission_presences","commission_interventions","hemicycle_interventions","hemicycle_interventions_courtes","amendements_signes","amendements_adoptes","rapports","propositions_ecrites","propositions_signees","questions_ecrites","questions_orales","semaines_presence_S","commission_presences_S","commission_interventions_S","hemicycle_interventions_S","hemicycle_interventions_courtes_S","amendements_signes_S","amendements_adoptes_S","rapports_S","propositions_ecrites_S","propositions_signees_S","questions_ecrites_S","questions_orales_S","score"
"Michel Herbillon","H","1951-03-06",94,"Les Républicains",2,30,45,66,56,163,792,23,1,0,83,4,1,0.391924655181495,-0.162387053308196,0.0879901163770202,-0.164468898011284,0.046694485199307,0.436842087638921,-0.441150698580652,-0.0144302266753489,-0.380968156057908,2.99868538275726,-0.25703565751196,-0.740325839739912,30.2157248258224
"Hélène Geoffroy","F","1970-03-04",69,"Parti socialiste",3,22,34,132,161,95,390,298,3,0,29,7,2,-0.753952145265927,-0.58095430454324,0.860251591982752,0.46969502585844,-0.0577458825202265,-0.393829147368583,1.88726961578314,1.25302468297613,-0.380968156057908,0.0245596858100567,-0.232707749554201,-0.319903730318647,30.1508280618608
"Sophie Rohfritsch","F","1962-08-27",67,"Les Républicains",3,32,80,84,41,32,870,26,0,1,24,39,4,0.67839385529335,1.16941783698512,0.298606882451311,-0.255063744278388,-0.154506811436853,0.598017103386646,-0.415749749696683,-0.648157681501089,0.141870953948648,-0.250822323166537,0.0267899353285634,0.520940488523882,29.9924219413048
"Chaynesse Khirouni","F","1968-03-17",54,"Parti socialiste",3,32,75,58,61,18,505,192,1,0,27,23,3,0.67839385529335,0.97915999551465,-0.00561733521155336,-0.13427061592225,-0.176009240084992,-0.156199316458476,0.989769421882913,-0.0144302266753489,-0.380968156057908,-0.0855931177805807,-0.102958907112819,0.100518379102617,29.9486987989483
"Bernard Gérard","H","1953-08-29",59,"Les Républicains",3,27,34,29,36,16,873,36,0,3,53,20,5,-0.0377791449862886,-0.58095430454324,-0.344944347220132,-0.285262026367422,-0.179081015606155,0.604216142453866,-0.331079920083454,-0.648157681501089,1.18754917396176,1.3463933288977,-0.127286815070578,0.941362597945147,29.590914064729
"Dominique Nachury","F","1951-06-01",69,"Les Républicains",3,31,45,30,69,38,759,24,0,0,43,63,7,0.535159255237422,-0.162387053308196,-0.333243415771561,-0.0859533645797946,-0.145291484873365,0.368652657899499,-0.432683715619329,-0.648157681501089,-0.380968156057908,0.795629310944518,0.221413198990637,1.78220681678768,29.5163454083648
"Marie-Lou Marcel","F","1953-08-21",12,"Parti socialiste",2,34,100,93,7,4,403,81,1,0,26,39,2,0.964863055405205,1.93044920286702,0.403915265488456,-0.460412062483823,-0.197511668733132,-0.366966644743962,0.0499343131760749,-0.0144302266753489,-0.380968156057908,-0.140669519575899,0.0267899353285634,-0.319903730318647,29.4693456026838
"Guénhaël Huet","H","1956-07-30",50,"Les Républicains",3,32,37,36,81,36,808,15,1,3,10,9,7,0.67839385529335,-0.466799599660955,-0.263037827080131,-0.0134774875661118,-0.148363260394528,0.469903629330762,-0.508886562271235,-0.0144302266753489,1.18754917396176,-1.021891948301,-0.216489144249028,1.78220681678768,29.3952333200396
"Jacques Cresta","H","1955-02-16",66,"Parti socialiste",2,22,31,18,5,0,513,106,2,0,27,490,3,-0.753952145265927,-0.695109009425525,-0.473654593154421,-0.472491375319436,-0.203655219775457,-0.139668545612555,0.261608887209147,0.619297228150391,-0.380968156057908,-0.0855931177805807,3.68408543164502,0.100518379102617,29.3848529039755
"Jean-Claude Guibal","H","1941-01-13",6,"Les Républicains",3,28,62,40,2,0,577,14,2,0,75,8,2,0.105455455069639,0.484489607691417,-0.216234101285844,-0.490610344572857,-0.203655219775457,-0.00742237884519158,-0.517353545232557,0.619297228150391,-0.380968156057908,2.55807416839472,-0.224598446901615,-0.319903730318647,29.2536318158927
"Georges Fenech","H","1954-10-26",69,"Les Républicains",3,30,58,48,26,10,1317,33,1,0,47,18,2,0.391924655181495,0.332283334515037,-0.12262664969727,-0.345658590545491,-0.188296342169644,1.52167392440245,-0.356480868967423,-0.0144302266753489,-0.380968156057908,1.01593491812579,-0.143505420375751,-0.319903730318647,29.2131213077272
"Philippe Plisson","H","1951-01-12",33,"Parti socialiste",3,26,57,124,79,59,127,56,5,0,27,37,2,-0.181013745042216,0.294231766220943,0.766644140394178,-0.0255568004017256,-0.113037841901156,-0.937278238928218,-0.161740260856997,2.52047959262761,-0.380968156057908,-0.0855931177805807,0.0105713300233906,-0.319903730318647,29.20553785056
"Marie-Françoise Clergeau","F","1948-05-02",44,"Parti socialiste",3,28,51,22,35,35,340,157,5,0,26,7,3,0.105455455069639,0.0659223564563732,-0.426850867360134,-0.291301682785229,-0.149899148155109,-0.497146465155586,0.693425018236613,2.52047959262761,-0.380968156057908,-0.140669519575899,-0.232707749554201,0.100518379102617,29.155391694254
"Philippe Baumel","H","1961-11-14",71,"Parti socialiste",3,34,75,36,16,39,249,36,4,0,25,14,3,0.964863055405205,0.97915999551465,-0.263037827080131,-0.406055154723561,-0.143755597112784,-0.685183983527931,-0.331079920083454,1.88675213780187,-0.380968156057908,-0.195745921371218,-0.175942630986096,0.100518379102617,29.1146152040163
"Jean-Pierre Vigier","H","1969-10-22",43,"Les Républicains",3,35,67,43,34,41,779,23,0,0,34,28,5,1.10809765546113,0.674747449161891,-0.181131306940129,-0.297341339203036,-0.140683821591621,0.4099795850143,-0.441150698580652,-0.648157681501089,-0.380968156057908,0.29994169478665,-0.0624123938498869,0.941362597945147,28.9507551438614
"Jean-Pierre Dufau","H","1943-07-05",40,"Parti socialiste",2,31,81,62,42,93,181,41,4,0,27,10,2,0.535159255237422,1.20746940527922,0.0411863905827334,-0.249024087860581,-0.0608176580413893,-0.825695535718255,-0.28874500527684,1.88675213780187,-0.380968156057908,-0.0855931177805807,-0.208379841596442,-0.319903730318647,28.8755921029459
"Denis Jacquat","H","1944-05-29",57,"Les Républicains",2,19,36,49,106,77,995,30,5,0,30,109,2,-1.18365594543371,-0.50485116795505,-0.110925718248699,0.137513922879061,-0.0853918622106913,0.856310397854153,-0.381881817851392,2.52047959262761,-0.380968156057908,0.0796360876053753,0.59444112100961,-0.319903730318647,28.8009315441537
"Jean Launay","H","1952-07-24",46,"Parti socialiste",3,32,76,41,63,85,158,69,3,1,27,13,2,0.67839385529335,1.01721156380875,-0.204533169837272,-0.122191303086636,-0.0731047601260403,-0.873221501900276,-0.0516694823597996,1.25302468297613,0.141870953948648,-0.0855931177805807,-0.184051933638683,-0.319903730318647,28.6923166406128
"Erwann Binet","H","1972-07-30",38,"Parti socialiste",2,29,41,101,226,105,130,115,3,0,25,2,3,0.248690055125567,-0.314593326484576,0.497522717077029,0.862272693015889,-0.0423870049144128,-0.931079199860998,0.337811733861052,1.25302468297613,-0.380968156057908,-0.195745921371218,-0.273254262817133,0.100518379102617,28.657177144527
"Michel Heinrich","H","1946-02-15",88,"Les Républicains",2,32,68,50,30,10,631,16,0,1,67,23,1,0.67839385529335,0.712799017455986,-0.0992247868001269,-0.321499964874264,-0.188296342169644,0.104160324364772,-0.500419579309912,-0.648157681501089,0.141870953948648,2.11746295403217,-0.102958907112819,-0.740325839739912,28.6376613925751
"Dominique Dord","H","1959-09-01",73,"Les Républicains",3,31,35,25,16,54,680,18,0,2,85,31,1,0.535159255237422,-0.542902736249145,-0.391748073014419,-0.406055154723561,-0.120717280704063,0.205411295796034,-0.483485613387266,-0.648157681501089,0.664710063955205,3.1088381863479,-0.0380844858921277,-0.740325839739912,28.6104603887652
"Yves Durand","H","1946-06-06",59,"Parti socialiste",2,35,57,40,26,36,77,38,5,0,25,4,3,1.10809765546113,0.294231766220943,-0.216234101285844,-0.345658590545491,-0.148363260394528,-1.04059555671522,-0.314145954160809,2.52047959262761,-0.380968156057908,-0.195745921371218,-0.25703565751196,0.100518379102617,28.5664454712086
"Maud Olivier","F","1953-02-20",91,"Parti socialiste",2,27,69,79,26,4,342,148,3,0,26,2,3,-0.0377791449862886,0.750850585750081,0.240102225208452,-0.345658590545491,-0.197511668733132,-0.493013772444105,0.617222171584707,1.25302468297613,-0.380968156057908,-0.140669519575899,-0.273254262817133,0.100518379102617,28.4891532066969
"Olivier Marleix","H","1971-02-06",28,"Les Républicains",2,26,44,30,78,97,666,18,1,1,40,42,6,-0.181013745042216,-0.200438621602291,-0.333243415771561,-0.0315964568195325,-0.0546741069990638,0.176482446815674,-0.483485613387266,-0.0144302266753489,0.141870953948648,0.630400105558562,0.0511178432863225,1.36178470736641,28.4158287436989
"Jean-Louis Bricout","H","1957-12-27",2,"Parti socialiste",3,34,93,55,47,29,316,108,0,0,25,13,4,0.964863055405205,1.66408822480836,-0.0407201295572684,-0.218825805771547,-0.159114474718597,-0.546738777693347,0.278542853131792,-0.648157681501089,-0.380968156057908,-0.195745921371218,-0.184051933638683,0.520940488523882,28.3947198758337
"Édouard Courtial","H","1973-06-28",60,"Les Républicains",2,26,31,0,14,5,632,19,0,4,59,23,5,-0.181013745042216,-0.695109009425525,-0.684271359228712,-0.418134467559174,-0.19597578097255,0.106226670720512,-0.475018630425943,-0.648157681501089,1.71038828396832,1.67685173966962,-0.102958907112819,0.941362597945147,28.3461715912062
"Jean-Charles Taugourdeau","H","1953-07-17",49,"Les Républicains",3,28,53,59,20,12,744,18,1,0,49,13,5,0.105455455069639,0.142025493044563,0.00608359623701834,-0.381896529052333,-0.185224566648481,0.337657462563398,-0.483485613387266,-0.0144302266753489,-0.380968156057908,1.12608772171643,-0.184051933638683,0.941362597945147,28.3325872309639
"Yves Foulon","H","1958-10-10",33,"Les Républicains",3,30,46,2,9,1,920,25,0,4,33,28,4,0.391924655181495,-0.124335485014101,-0.660869496331568,-0.448332749648209,-0.202119332014876,0.701334421173649,-0.424216732658006,-0.648157681501089,1.71038828396832,0.244865292991331,-0.0624123938498869,0.520940488523882,28.260439867083
"Audrey Linkenheld","F","1973-10-11",59,"Parti socialiste",2,31,69,82,36,85,374,129,1,1,27,30,2,0.535159255237422,0.750850585750081,0.275205019554167,-0.285262026367422,-0.0731047601260403,-0.426890689060424,0.456349495319573,-0.0144302266753489,0.141870953948648,-0.0855931177805807,-0.0461937885447141,-0.319903730318647,28.0387968906314
"Francis Vercamer","H","1958-05-10",59,"Union des démocrates et indépendants",3,23,33,85,347,104,1108,58,1,3,10,17,1,-0.610717545209999,-0.619005872837335,0.310307813899882,1.59307111957052,-0.0439228926749942,1.08980753605278,-0.144806294934351,-0.0144302266753489,1.18754917396176,-1.021891948301,-0.151614723028337,-0.740325839739912,27.8583758554808
"Florent Boudié","H","1973-09-22",33,"Parti socialiste",3,32,51,102,43,66,577,185,1,0,25,16,2,0.67839385529335,0.0659223564563732,0.509223648525601,-0.242984431442774,-0.102286627577086,-0.00742237884519158,0.930500541153653,-0.0144302266753489,-0.380968156057908,-0.195745921371218,-0.159724025680923,-0.319903730318647,27.6793957050603
"Hervé Mariton","H","1958-11-05",26,"Les Républicains",2,32,50,75,123,179,743,13,2,0,13,6,4,0.67839385529335,0.0278707881622783,0.193298499414165,0.240188081981778,0.0712686893686091,0.335591116207658,-0.52582052819388,0.619297228150391,-0.380968156057908,-0.856662742915042,-0.240817052206787,0.520940488523882,27.4893294479918
"Jean-Pierre Barbier","H","1960-11-11",38,"Les Républicains",2,22,26,94,67,49,987,25,0,1,39,59,6,-0.753952145265927,-0.885366850895999,0.415616196937028,-0.0980326774154085,-0.12839671950697,0.839779627008232,-0.424216732658006,-0.648157681501089,0.141870953948648,0.575323703763243,0.188975988380291,1.36178470736641,27.2520911992872
"Christophe Cavard","H","1970-02-19",30,"Parti socialiste",2,16,34,84,86,14,2221,287,0,0,12,1,2,-1.61335974560149,-0.58095430454324,0.298606882451311,0.0167207945229227,-0.182152791127318,3.38965102999147,1.79413280320859,-0.648157681501089,-0.380968156057908,-0.911739144710361,-0.281363565469719,-0.319903730318647,27.2405987610113
"Jean-François Lamour","H","1956-02-02",75,"Les Républicains",2,33,81,91,51,126,605,22,1,0,15,11,3,0.821628455349278,1.20746940527922,0.380513402591313,-0.194667180100319,-0.0101333619422039,0.0504353191155301,-0.449617681541974,-0.0144302266753489,-0.380968156057908,-0.746509939324405,-0.200270538943855,0.100518379102617,27.2002811953211
"Romain Colas","H","1979-11-22",91,"Parti socialiste",3,31,55,18,44,24,226,92,2,0,25,20,6,0.535159255237422,0.218128629632753,-0.473654593154421,-0.236944775024967,-0.166793913521504,-0.732709949709952,0.143071125750626,0.619297228150391,-0.380968156057908,-0.195745921371218,-0.127286815070578,1.36178470736641,27.1987433691689
"Gérard Menuel","H","1952-05-07",10,"Les Républicains",3,36,77,38,48,36,638,16,0,0,17,27,5,1.25133225551706,1.05526313210284,-0.239635964182987,-0.21278614935374,-0.148363260394528,0.118624748854952,-0.500419579309912,-0.648157681501089,-0.380968156057908,-0.636357135733767,-0.0705216965024732,0.941362597945147,27.1159767104668
"Sabine Buis","F","1970-09-15",7,"Parti socialiste",2,23,39,126,91,106,271,148,3,0,26,26,3,-0.610717545209999,-0.390696463072766,0.790046003291322,0.0469190766119572,-0.0408511171538314,-0.63972436370165,0.617222171584707,1.25302468297613,-0.380968156057908,-0.140669519575899,-0.0786309991550596,0.100518379102617,27.1064704003124
"Alain Suguenot","H","1951-09-17",21,"Les Républicains",3,31,42,35,13,3,684,16,0,2,47,71,3,0.535159255237422,-0.276541758190481,-0.274738758528702,-0.424174123976981,-0.199047556493713,0.213676681218995,-0.500419579309912,-0.648157681501089,0.664710063955205,1.01593491812579,0.286287620211328,0.100518379102617,27.027844110617
"Dominique Orliac","F","1952-03-15",46,"Parti radical de gauche",1,24,30,79,98,46,997,137,1,1,6,16,6,-0.467482945154072,-0.73316057771962,0.240102225208452,0.0891966715366055,-0.133004382788714,0.860443090565633,0.524085359010156,-0.0144302266753489,0.141870953948648,-1.24219755548227,-0.159724025680923,1.36178470736641,26.9651565187344
"Philippe Meunier","H","1966-03-16",69,"Les Républicains",2,32,49,31,86,180,585,15,1,1,17,95,4,0.67839385529335,-0.0101807801318166,-0.321542484322989,0.0167207945229227,0.0728045771291904,0.00910839200072889,-0.508886562271235,-0.0144302266753489,0.141870953948648,-0.636357135733767,0.480910883873401,0.520940488523882,26.8722356586583
"Valérie Fourneyron","F","1959-10-04",76,"Parti socialiste",3,34,81,30,18,23,34,13,2,0,25,13,5,0.964863055405205,1.20746940527922,-0.333243415771561,-0.393975841887947,-0.168329801282086,-1.12944845001204,-0.52582052819388,0.619297228150391,-0.380968156057908,-0.195745921371218,-0.184051933638683,0.941362597945147,26.8528755487119
"Lionnel Luca","H","1954-12-19",6,"Les Républicains",3,16,16,4,10,4,914,23,0,3,97,25,3,-1.61335974560149,-1.26588253383695,-0.637467633434425,-0.442293093230402,-0.197511668733132,0.688936343039208,-0.441150698580652,-0.648157681501089,1.18754917396176,3.76975500789173,-0.086740301807646,0.100518379102617,26.8352988368651
"Hugues Fourage","H","1965-06-04",85,"Parti socialiste",3,30,53,35,52,50,447,161,2,0,27,5,3,0.391924655181495,0.142025493044563,-0.274738758528702,-0.188627523682512,-0.126860831746388,-0.276047405091399,0.727292950081904,0.619297228150391,-0.380968156057908,-0.0855931177805807,-0.248926354859374,0.100518379102617,26.7989912737443
"Alain Chrétien","H","1975-03-17",70,"Les Républicains",3,29,42,26,75,164,631,14,0,0,68,31,3,0.248690055125567,-0.276541758190481,-0.380047141565848,-0.0497154260729532,0.0482303729598884,0.104160324364772,-0.517353545232557,-0.648157681501089,-0.380968156057908,2.17253935582748,-0.0380844858921277,0.100518379102617,26.7599366366574
"François Pupponi","H","1962-07-31",95,"Parti socialiste",3,32,71,125,159,119,334,100,1,0,25,0,0,0.67839385529335,0.826953722338271,0.77834507184275,0.457615713022827,-0.0208845762662735,-0.509544543290026,0.210806989441209,-0.0144302266753489,-0.380968156057908,-0.195745921371218,-0.289472868122306,-1.16074794916118,26.7527497326505
"Gilda Hobert","F","1948-12-02",69,"Parti radical de gauche",3,32,47,58,64,12,860,115,1,0,8,6,5,0.67839385529335,-0.0862839167200064,-0.00561733521155336,-0.116151646668829,-0.185224566648481,0.577353639829245,0.337811733861052,-0.0144302266753489,-0.380968156057908,-1.13204475189164,-0.240817052206787,0.941362597945147,26.7358450125193
"Éric Woerth","H","1956-01-29",60,"Les Républicains",4,27,36,21,44,23,617,17,3,0,30,16,6,-0.0377791449862886,-0.50485116795505,-0.438551798808706,-0.236944775024967,-0.168329801282086,0.0752314753844108,-0.491952596348589,1.25302468297613,-0.380968156057908,0.0796360876053753,-0.159724025680923,1.36178470736641,26.6802621913213
"Jean-Luc Bleunven","H","1958-12-20",29,"Parti socialiste",3,36,110,28,6,0,307,76,0,0,22,38,2,1.25133225551706,2.31096488580797,-0.356645278668704,-0.46645171890163,-0.203655219775457,-0.565335894895007,0.00759939836946051,-0.648157681501089,-0.380968156057908,-0.360975126757174,0.018680632675977,-0.319903730318647,26.5240776089167
"Jean Grellier","H","1947-05-17",79,"Parti socialiste",1,35,126,34,5,2,201,84,0,0,26,12,1,1.10809765546113,2.91978997851349,-0.286439689977274,-0.472491375319436,-0.200583444254295,-0.784368608603454,0.0753352620600435,-0.648157681501089,-0.380968156057908,-0.140669519575899,-0.192161236291269,-0.740325839739912,26.4523664759135
"Marc Goua","H","1940-03-03",49,"Parti socialiste",3,35,90,65,21,21,255,75,2,0,25,15,0,1.10809765546113,1.54993351992607,0.0762891849284485,-0.375856872634526,-0.171401576803248,-0.67278590539349,-0.000867584591862359,0.619297228150391,-0.380968156057908,-0.195745921371218,-0.16783332833351,-1.16074794916118,26.3801191490702
"Stéphane Demilly","H","1963-06-26",80,"Union des démocrates et indépendants",3,28,41,20,23,6,786,52,0,1,18,42,8,0.105455455069639,-0.314593326484576,-0.450252730257278,-0.363777559798912,-0.194439893211969,0.424444009504481,-0.195608192702288,-0.648157681501089,0.141870953948648,-0.581280733938449,0.0511178432863225,2.20262892620894,26.2582655685375
"Valérie Lacroute","F","1965-10-29",77,"Les Républicains",3,27,41,28,33,4,632,24,0,0,45,37,7,-0.0377791449862886,-0.314593326484576,-0.356645278668704,-0.303380995620843,-0.197511668733132,0.106226670720512,-0.432683715619329,-0.648157681501089,-0.380968156057908,0.905782114535155,0.0105713300233906,1.78220681678768,26.150212522904
"Gwenegan Bui","H","1974-07-27",29,"Parti socialiste",2,35,84,33,27,12,209,20,3,0,26,6,1,1.10809765546113,1.3216241101615,-0.298140621425846,-0.339618934127685,-0.185224566648481,-0.767837837757533,-0.46655164746462,1.25302468297613,-0.380968156057908,-0.140669519575899,-0.240817052206787,-0.740325839739912,26.1246865972325
"Alain Marleix","H","1946-01-02",15,"Les Républicains",2,26,35,12,3,3,736,18,1,2,73,15,1,-0.181013745042216,-0.542902736249145,-0.543860181845851,-0.48457068815505,-0.199047556493713,0.321126691717478,-0.483485613387266,-0.0144302266753489,0.664710063955205,2.44792136480408,-0.16783332833351,-0.740325839739912,26.0118475409715
"Geneviève Gosselin-Fleury","F","1954-02-22",50,"Parti socialiste",3,30,93,81,13,0,43,21,1,0,27,20,4,0.391924655181495,1.66408822480836,0.263504088105596,-0.424174123976981,-0.203655219775457,-1.11085133281038,-0.458084664503297,-0.0144302266753489,-0.380968156057908,-0.0855931177805807,-0.127286815070578,0.520940488523882,25.912240112631
"Michel Voisin","H","1944-10-06",1,"Les Républicains",2,25,46,38,4,1,576,12,0,1,81,12,2,-0.324248345098144,-0.124335485014101,-0.239635964182987,-0.478531031737243,-0.202119332014876,-0.00948872520093164,-0.534287511155203,-0.648157681501089,0.141870953948648,2.88853257916663,-0.192161236291269,-0.319903730318647,25.7224548960472
"Michel Terrot","H","1948-12-18",69,"Les Républicains",3,37,90,21,3,3,510,13,0,1,29,31,1,1.39456685557299,1.54993351992607,-0.438551798808706,-0.48457068815505,-0.199047556493713,-0.145867584679776,-0.52582052819388,-0.648157681501089,0.141870953948648,0.0245596858100567,-0.0380844858921277,-0.740325839739912,25.5591093987411
"Marianne Dubois","F","1957-12-17",45,"Les Républicains",2,27,37,22,22,3,682,19,1,1,21,54,7,-0.0377791449862886,-0.466799599660955,-0.426850867360134,-0.369817216216719,-0.199047556493713,0.209543988507515,-0.475018630425943,-0.0144302266753489,0.141870953948648,-0.416051528552493,0.148429475117359,1.78220681678768,25.5243872962048
"Michel Zumkeller","H","1966-01-21",90,"Union des démocrates et indépendants",2,26,33,33,50,6,1011,63,1,1,14,124,4,-0.181013745042216,-0.619005872837335,-0.298140621425846,-0.200706836518126,-0.194439893211969,0.889371939545994,-0.102471380127737,-0.0144302266753489,0.141870953948648,-0.801586341119723,0.716080660798406,0.520940488523882,25.4761672454201
"Patrice Martin-Lalande","H","1947-12-02",41,"Les Républicains",2,29,64,21,47,105,986,27,1,0,47,15,0,0.248690055125567,0.560592744279607,-0.438551798808706,-0.218825805771547,-0.0423870049144128,0.837713280652493,-0.40728276673536,-0.0144302266753489,-0.380968156057908,1.01593491812579,-0.16783332833351,-1.16074794916118,25.4163040412744
"Claude Sturni","H","1962-08-25",67,"Les Républicains",3,33,53,17,37,55,687,18,0,0,48,18,3,0.821628455349278,0.142025493044563,-0.485355524602993,-0.279222369949616,-0.119181392943482,0.219875720286215,-0.483485613387266,-0.648157681501089,-0.380968156057908,1.07101131992111,-0.143505420375751,0.100518379102617,25.3755569965856
"Alain Marty","H","1946-03-07",57,"Les Républicains",4,31,43,26,5,27,582,16,1,0,40,64,4,0.535159255237422,-0.238490189896386,-0.380047141565848,-0.472491375319436,-0.16218625023976,0.00290935293350871,-0.500419579309912,-0.0144302266753489,-0.380968156057908,0.630400105558562,0.229522501643223,0.520940488523882,25.2652027279533
"Olivier Audibert Troin","H","1960-08-16",83,"Les Républicains",3,26,55,45,23,11,621,18,0,0,56,60,3,-0.181013745042216,0.218128629632753,-0.157729444042985,-0.363777559798912,-0.186760454409062,0.083496860807371,-0.483485613387266,-0.648157681501089,-0.380968156057908,1.51162253428366,0.197085291032877,0.100518379102617,25.1166977829593
"Marc Dolez","H","1952-10-21",59,"Parti communiste Français",1,32,33,29,162,244,892,32,0,1,14,17,4,0.67839385529335,-0.619005872837335,-0.344944347220132,0.475734682276247,0.171101393806399,0.643476723212927,-0.364947851928746,-0.648157681501089,0.141870953948648,-0.801586341119723,-0.151614723028337,0.520940488523882,25.0979389972533
"Béatrice Santais","F","1964-09-17",73,"Parti socialiste",3,33,81,33,20,3,139,57,2,0,26,4,2,0.821628455349278,1.20746940527922,-0.298140621425846,-0.381896529052333,-0.199047556493713,-0.912482082659337,-0.153273277895674,0.619297228150391,-0.380968156057908,-0.140669519575899,-0.25703565751196,-0.319903730318647,24.8633047767027
"Jean-Yves Le Bouillonnec","H","1950-09-15",94,"Parti socialiste",3,33,76,50,158,271,188,99,0,0,26,1,1,0.821628455349278,1.01721156380875,-0.0992247868001269,0.45157605660502,0.212570363342096,-0.811231111228074,0.202340006479887,-0.648157681501089,-0.380968156057908,-0.140669519575899,-0.281363565469719,-0.740325839739912,24.8594247883016
"Jean-Jacques Cottel","H","1953-07-17",62,"Parti socialiste",3,36,65,51,26,14,346,91,0,0,26,9,3,1.25133225551706,0.598644312573702,-0.0875238553515552,-0.345658590545491,-0.182152791127318,-0.484748387021145,0.134604142789304,-0.648157681501089,-0.380968156057908,-0.140669519575899,-0.216489144249028,0.100518379102617,24.8480813884422
"Pierre Morange","H","1956-09-08",78,"Les Républicains",2,26,48,276,0,0,543,15,0,1,36,15,0,-0.181013745042216,-0.0482323484259115,2.54518572057708,-0.502689657408471,-0.203655219775457,-0.0776781549403536,-0.508886562271235,-0.648157681501089,0.141870953948648,0.410094498377287,-0.16783332833351,-1.16074794916118,24.8469252223688
"Jean-Claude Buisine","H","1947-06-14",80,"Parti socialiste",3,30,82,22,19,34,266,64,1,0,26,45,3,0.391924655181495,1.24552097357331,-0.426850867360134,-0.38793618547014,-0.15143503591569,-0.65005609548035,-0.0940043971664139,-0.0144302266753489,-0.380968156057908,-0.140669519575899,0.0754457512440817,0.100518379102617,24.7709001905814
"Fanélie Carrey-Conte","F","1980-05-16",75,"Parti socialiste",4,33,59,41,90,33,748,187,0,0,26,1,0,0.821628455349278,0.370334902809132,-0.204533169837272,0.0408794201941503,-0.152970923676272,0.345922847986358,0.947434507076299,-0.648157681501089,-0.380968156057908,-0.140669519575899,-0.281363565469719,-1.16074794916118,24.7458728174934
"Seybah Dagoma","F","1978-06-09",75,"Parti socialiste",3,32,70,39,16,13,172,74,1,0,26,5,4,0.67839385529335,0.788902154044176,-0.227935032734416,-0.406055154723561,-0.183688678887899,-0.844292652919915,-0.00933456755318523,-0.0144302266753489,-0.380968156057908,-0.140669519575899,-0.248926354859374,0.520940488523882,24.685308147201
"Karine Berger","F","1973-03-11",5,"Parti socialiste",3,24,57,142,73,23,178,55,2,0,26,5,3,-0.467482945154072,0.294231766220943,0.977260906468469,-0.061794738908567,-0.168329801282086,-0.831894574785475,-0.17020724381832,0.619297228150391,-0.380968156057908,-0.140669519575899,-0.248926354859374,0.100518379102617,24.658742834682
"Patrice Verchère","H","1973-12-29",69,"Les Républicains",4,23,36,12,19,42,733,18,0,0,81,25,3,-0.610717545209999,-0.50485116795505,-0.543860181845851,-0.38793618547014,-0.139147933831039,0.314927652650258,-0.483485613387266,-0.648157681501089,-0.380968156057908,2.88853257916663,-0.086740301807646,0.100518379102617,24.6516243597844
"Michel Lesage","H","1952-06-02",22,"Parti socialiste",2,31,51,26,23,12,449,123,2,1,27,8,1,0.535159255237422,0.0659223564563732,-0.380047141565848,-0.363777559798912,-0.185224566648481,-0.271914712379919,0.405547597551635,0.619297228150391,0.141870953948648,-0.0855931177805807,-0.224598446901615,-0.740325839739912,24.6472431839786
"Kheira Bouziane-Laroussi","F","1953-08-23",21,"Parti socialiste",2,28,59,37,19,14,830,219,0,0,26,37,1,0.105455455069639,0.370334902809132,-0.251336895631559,-0.38793618547014,-0.182152791127318,0.515363249157043,1.21837796183863,-0.648157681501089,-0.380968156057908,-0.140669519575899,0.0105713300233906,-0.740325839739912,24.5795940073635
"Michel Ménard","H","1961-05-20",44,"Parti socialiste",2,36,71,47,14,13,347,80,0,0,27,28,2,1.25133225551706,0.826953722338271,-0.134327581145842,-0.418134467559174,-0.183688678887899,-0.482682040665405,0.041467330214752,-0.648157681501089,-0.380968156057908,-0.0855931177805807,-0.0624123938498869,-0.319903730318647,24.3732595580424
"Patrick Ollier","H","1944-12-17",92,"Les Républicains",3,36,58,65,122,201,759,24,1,0,8,2,1,1.25133225551706,0.332283334515037,0.0762891849284485,0.234148425563971,0.105058220101399,0.368652657899499,-0.432683715619329,-0.0144302266753489,-0.380968156057908,-1.13204475189164,-0.273254262817133,-0.740325839739912,24.3493087472049
"Brigitte Bourguignon","F","1959-03-21",62,"Parti socialiste",2,31,52,32,33,53,223,113,2,0,25,5,3,0.535159255237422,0.103973924750468,-0.309841552874417,-0.303380995620843,-0.122253168464644,-0.738908988777172,0.320877767938407,0.619297228150391,-0.380968156057908,-0.195745921371218,-0.248926354859374,0.100518379102617,24.3145688045866
"Catherine Quéré","F","1948-03-16",17,"Parti socialiste",1,30,78,53,20,29,353,98,2,0,26,13,0,0.391924655181495,1.09331470039694,-0.0641219924544118,-0.381896529052333,-0.159114474718597,-0.470283962530965,0.193873023518564,0.619297228150391,-0.380968156057908,-0.140669519575899,-0.184051933638683,-1.16074794916118,24.2579194935109
"Jean-Christophe Fromantin","H","1962-08-30",92,"Union des démocrates et indépendants",2,27,40,48,78,21,879,45,1,0,9,9,6,-0.0377791449862886,-0.352644894778671,-0.12262664969727,-0.0315964568195325,-0.171401576803248,0.616614220588306,-0.254877073431548,-0.0144302266753489,-0.380968156057908,-1.07696835009632,-0.216489144249028,1.36178470736641,24.1654682324113
